TOUCHLOG_BEGIN:8000ms,5000us,clear,addr=0x5D,irq=10
TOUCHLOG_DATA:us,status,int,repeats
695001,0x00,0,1
700001,0x81,0,1
705001,0x00,0,1
710001,0x81,0,1
715001,0x00,0,1
720001,0x81,0,1
725001,0x00,0,2
735000,0x81,0,1
740001,0x00,0,1
745000,0x81,0,1
750001,0x00,0,1
755000,0x81,0,1
760001,0x00,0,1
765000,0x81,0,1
770001,0x00,0,1
775000,0x81,0,1
780001,0x00,0,1
785000,0x81,0,1
790001,0x00,0,1
795000,0x00,1,1
800000,0x81,0,1
805001,0x00,0,1
810001,0x81,0,1
815001,0x00,0,1
820001,0x81,0,1
825001,0x00,0,1
830001,0x81,0,1
835001,0x00,0,1
840001,0x81,0,1
845001,0x00,0,1
850001,0x81,0,1
855001,0x00,0,1
860001,0x81,0,1
865001,0x00,0,2
875000,0x81,0,1
880001,0x00,0,1
885000,0x81,0,1
890001,0x00,0,1
895000,0x81,0,1
900001,0x00,0,1
905000,0x81,0,1
910001,0x00,0,1
915000,0x81,0,1
920001,0x00,0,1
925000,0x81,0,1
930001,0x00,0,1
935000,0x00,1,1
940000,0x81,0,1
945001,0x00,0,1
950001,0x81,0,1
955001,0x00,0,1
960001,0x81,0,1
965001,0x00,0,1
970001,0x81,0,1
975001,0x00,0,1
980001,0x81,0,1
985001,0x00,0,1
990001,0x81,0,1
995001,0x00,0,2
1005000,0x81,0,1
1010001,0x00,0,1
1015000,0x81,0,1
1020001,0x00,0,1
1025000,0x81,0,1
1030001,0x00,0,1
1035000,0x81,0,1
1040001,0x00,0,1
1045000,0x81,0,1
1050001,0x00,0,1
1055000,0x81,0,1
1060001,0x00,0,1
1065000,0x81,0,1
1070001,0x00,0,1
1075000,0x00,1,1
1080000,0x81,0,1
1085001,0x00,0,1
1090001,0x81,0,1
1095001,0x00,0,1
1100001,0x81,0,1
1105001,0x00,0,1
1110001,0x81,0,1
1115001,0x00,0,1
1120001,0x81,0,1
1125001,0x00,0,1
1130001,0x81,0,1
1135001,0x00,0,1
1140001,0x00,1,1
1145000,0x81,0,1
1150001,0x00,0,1
1155000,0x81,0,1
1160001,0x00,0,1
1165000,0x81,0,1
1170001,0x00,0,1
1175000,0x81,0,1
1180001,0x00,0,1
1185000,0x81,0,1
1190001,0x00,0,1
1195000,0x81,0,1
1200001,0x00,0,1
1205000,0x81,0,1
1210001,0x00,0,1
1215000,0x00,1,1
1220000,0x81,0,1
1225001,0x00,0,1
1230001,0x81,0,1
1235001,0x00,0,1
1240001,0x81,0,1
1245001,0x00,0,1
1250001,0x81,0,1
1255001,0x00,0,1
1260001,0x81,0,1
1265001,0x00,0,1
1270001,0x81,0,1
1275001,0x00,0,1
1280001,0x00,1,1
1285000,0x81,0,1
1290001,0x00,0,1
1295000,0x81,0,1
1300001,0x00,0,1
1305000,0x81,0,1
1310001,0x00,0,1
1315000,0x81,0,1
1320001,0x00,0,1
1325000,0x81,0,1
1330001,0x00,0,1
1335000,0x81,0,1
1340001,0x00,0,1
1345000,0x81,0,1
1350001,0x00,0,2
1360000,0x81,0,1
1365001,0x00,0,1
1370001,0x81,0,1
1375001,0x00,0,1
1380001,0x81,0,1
1385001,0x00,0,1
1390001,0x81,0,1
1395001,0x00,0,1
1400001,0x81,0,1
1405001,0x00,0,1
1410001,0x81,0,1
1415001,0x00,0,1
1420001,0x00,1,1
1425000,0x81,0,1
1430001,0x00,0,1
1435000,0x81,0,1
1440001,0x00,0,1
1445000,0x81,0,1
1450001,0x00,0,1
1455000,0x81,0,1
1460001,0x00,0,1
1465000,0x81,0,1
1470001,0x00,0,1
1475000,0x81,0,1
1480001,0x00,0,1
1485000,0x81,0,1
1490001,0x00,0,2
1500000,0x81,0,1
1505001,0x00,0,1
1510001,0x81,0,1
1515001,0x00,0,1
1520001,0x81,0,1
1525001,0x00,0,1
1530001,0x81,0,1
1535001,0x00,0,1
1540001,0x81,0,1
1545001,0x00,0,1
1550001,0x81,0,1
1555001,0x00,0,1
1560001,0x00,1,1
1565000,0x81,0,1
1570001,0x00,0,1
1575000,0x81,0,1
1580001,0x00,0,1
1585000,0x81,0,1
1590001,0x00,0,1
1595000,0x81,0,1
1600001,0x00,0,1
1605000,0x81,0,1
1610001,0x00,0,1
1615000,0x81,0,1
1620001,0x00,0,1
1625000,0x00,1,1
1630000,0x81,0,1
1635001,0x00,0,1
1640001,0x81,0,1
1645001,0x00,0,1
1650001,0x81,0,1
1655001,0x00,0,1
1660001,0x81,0,1
1665001,0x00,0,1
1670001,0x81,0,1
1675001,0x00,0,1
1680001,0x81,0,1
1685001,0x00,0,1
1690001,0x81,0,1
1695001,0x00,0,1
1700001,0x00,1,1
1705000,0x81,0,1
1710001,0x00,0,1
1715000,0x81,0,1
1720001,0x00,0,1
1725000,0x81,0,1
1730001,0x00,0,1
1735000,0x81,0,1
1740001,0x00,0,1
1745000,0x81,0,1
1750001,0x00,0,1
1755000,0x81,0,1
1760001,0x00,0,1
1765000,0x00,1,1
1770000,0x81,0,1
1775001,0x00,0,1
1780001,0x81,0,1
1785001,0x00,0,1
1790001,0x81,0,1
1795001,0x00,0,1
1800001,0x81,0,1
1805001,0x00,0,1
1810001,0x81,0,1
1815001,0x00,0,1
1820001,0x81,0,1
1825001,0x00,0,1
1830001,0x81,0,1
1835001,0x00,0,2
1845000,0x81,0,1
1850001,0x00,0,1
1855000,0x81,0,1
1860001,0x00,0,1
1865000,0x81,0,1
1870001,0x00,0,1
1875000,0x81,0,1
1880001,0x00,0,1
1885000,0x81,0,1
1890001,0x00,0,1
1895000,0x81,0,1
1900001,0x00,0,1
1905000,0x00,1,1
1910000,0x81,0,1
1915001,0x00,0,1
1920001,0x81,0,1
1925001,0x00,0,1
1930001,0x81,0,1
1935001,0x00,0,1
1940001,0x81,0,1
1945001,0x00,0,1
1950001,0x81,0,1
1955001,0x00,0,1
1960001,0x81,0,1
1965001,0x00,0,1
1970001,0x81,0,1
1975001,0x00,0,2
1985000,0x81,0,1
1990001,0x00,0,1
1995000,0x81,0,1
2000001,0x00,0,1
2005000,0x81,0,1
2010001,0x00,0,1
2015000,0x81,0,1
2020001,0x00,0,1
2025000,0x81,0,1
2030001,0x00,0,1
2035000,0x81,0,1
2040001,0x00,0,1
2045000,0x00,1,1
2050000,0x81,0,1
2055001,0x00,0,1
2060001,0x81,0,1
2065001,0x00,0,1
2070001,0x81,0,1
2075001,0x00,0,1
2080001,0x81,0,1
2085001,0x00,0,1
2090001,0x81,0,1
2095001,0x00,0,1
2100001,0x81,0,1
2105001,0x00,0,2
2115000,0x81,0,1
2120001,0x00,0,1
2125000,0x81,0,1
2130001,0x00,0,1
2135000,0x81,0,1
2140001,0x00,0,1
2145000,0x81,0,1
2150001,0x00,0,1
2155000,0x81,0,1
2160001,0x00,0,1
2165000,0x81,0,1
2170001,0x00,0,1
2175000,0x81,0,1
2180001,0x00,0,1
2185000,0x00,1,1
2190000,0x81,0,1
2195001,0x00,0,1
2200001,0x81,0,1
2205001,0x00,0,1
2210001,0x81,0,1
2215001,0x00,0,1
2220001,0x81,0,1
2225001,0x00,0,1
2230001,0x81,0,1
2235001,0x00,0,1
2240001,0x81,0,1
2245001,0x00,0,1
2250001,0x00,1,1
2255000,0x81,0,1
2260001,0x00,0,1
2265000,0x81,0,1
2270001,0x00,0,1
2275000,0x81,0,1
2280001,0x00,0,1
2285000,0x81,0,1
2290001,0x00,0,1
2295000,0x81,0,1
2300001,0x00,0,1
2305000,0x81,0,1
2310001,0x00,0,1
2315000,0x81,0,1
2320001,0x00,0,1
2325000,0x00,1,1
2330000,0x81,0,1
2335001,0x00,0,1
2340001,0x81,0,1
2345001,0x00,0,1
2350001,0x81,0,1
2355001,0x00,0,1
2360001,0x81,0,1
2365001,0x00,0,1
2370001,0x81,0,1
2375001,0x00,0,1
2380001,0x81,0,1
2385001,0x00,0,1
2390001,0x00,1,1
2395000,0x81,0,1
2400001,0x00,0,1
2405000,0x81,0,1
2895001,0x00,0,1
2900001,0x81,0,1
2905001,0x00,0,1
2910001,0x81,0,1
2915001,0x00,0,1
2920001,0x81,0,1
2925001,0x00,0,1
2930001,0x81,0,1
2935001,0x00,0,1
2940001,0x81,0,1
2945001,0x00,0,2
2955000,0x81,0,1
2960001,0x00,0,1
2965000,0x81,0,1
2970001,0x00,0,1
2975000,0x81,0,1
2980001,0x00,0,1
2985000,0x81,0,1
2990001,0x00,0,1
2995000,0x81,0,1
3000001,0x00,0,1
3005000,0x81,0,1
3010001,0x00,0,1
3015000,0x00,1,1
3020000,0x81,0,1
3025001,0x00,0,1
3030001,0x81,0,1
3035001,0x00,0,1
3040001,0x81,0,1
3045001,0x00,0,1
3050001,0x81,0,1
3055001,0x00,0,1
3060001,0x81,0,1
3065001,0x00,0,1
3070001,0x81,0,1
3075001,0x00,0,1
3080001,0x81,0,1
3085001,0x00,0,2
3095000,0x81,0,1
3100001,0x00,0,1
3105000,0x81,0,1
3110001,0x00,0,1
3115000,0x81,0,1
3120001,0x00,0,1
3125000,0x81,0,1
3130001,0x00,0,1
3135000,0x81,0,1
3140001,0x00,0,1
3145000,0x81,0,1
3150001,0x00,0,1
3155000,0x00,1,1
3160000,0x81,0,1
3165001,0x00,0,1
3170001,0x81,0,1
3175001,0x00,0,1
3180001,0x81,0,1
3185001,0x00,0,1
3190001,0x81,0,1
3195001,0x00,0,1
3200001,0x81,0,1
3205001,0x00,0,1
3210001,0x81,0,1
3215001,0x00,0,1
3220001,0x00,1,1
3225000,0x81,0,1
3230001,0x00,0,1
3235000,0x81,0,1
3240001,0x00,0,1
3245000,0x81,0,1
3250001,0x00,0,1
3255000,0x81,0,1
3260001,0x00,0,1
3265000,0x81,0,1
3270001,0x00,0,1
3275000,0x81,0,1
3280001,0x00,0,1
3285000,0x81,0,1
3290001,0x00,0,1
3295000,0x00,1,1
3300000,0x81,0,1
3305001,0x00,0,1
3310001,0x81,0,1
3315001,0x00,0,1
3320001,0x81,0,1
3325001,0x00,0,1
3330001,0x81,0,1
3335001,0x00,0,1
3340001,0x81,0,1
3345001,0x00,0,1
3350001,0x81,0,1
3355001,0x00,0,1
3360001,0x00,1,1
3365000,0x81,0,1
3370001,0x00,0,1
3375000,0x81,0,1
3380001,0x00,0,1
3385000,0x81,0,1
3390001,0x00,0,1
3395000,0x81,0,1
3400001,0x00,0,1
3405000,0x81,0,1
3410001,0x00,0,1
3415000,0x81,0,1
3420001,0x00,0,1
3425000,0x81,0,1
3430001,0x00,0,2
3440000,0x81,0,1
3445001,0x00,0,1
3450001,0x81,0,1
3455001,0x00,0,1
3460001,0x81,0,1
3465001,0x00,0,1
3470001,0x81,0,1
3475001,0x00,0,1
3480001,0x81,0,1
3485001,0x00,0,1
3490001,0x81,0,1
3495001,0x00,0,1
3500001,0x00,1,1
3505000,0x81,0,1
3510001,0x00,0,1
3515000,0x81,0,1
3520001,0x00,0,1
3525000,0x81,0,1
3530001,0x00,0,1
3535000,0x81,0,1
3540001,0x00,0,1
3545000,0x81,0,1
3550001,0x00,0,1
3555000,0x81,0,1
3560001,0x00,0,1
3565000,0x81,0,1
3570001,0x00,0,2
3580000,0x81,0,1
3585001,0x00,0,1
3590001,0x81,0,1
3595001,0x00,0,1
3600001,0x81,0,1
3605001,0x00,0,1
3610001,0x81,0,1
3615001,0x00,0,1
3620001,0x81,0,1
3625001,0x00,0,1
3630001,0x81,0,1
3635001,0x00,0,1
3640001,0x00,1,1
3645000,0x81,0,1
3650001,0x00,0,1
3655000,0x81,0,1
3660001,0x00,0,1
3665000,0x81,0,1
3670001,0x00,0,1
3675000,0x81,0,1
3680001,0x00,0,1
3685000,0x81,0,1
3690001,0x00,0,1
3695000,0x81,0,1
3700001,0x00,0,2
3710000,0x81,0,1
3715001,0x00,0,1
3720001,0x81,0,1
3725001,0x00,0,1
3730001,0x81,0,1
3735001,0x00,0,1
3740001,0x81,0,1
3745001,0x00,0,1
3750001,0x81,0,1
3755001,0x00,0,1
3760001,0x81,0,1
3765001,0x00,0,1
3770001,0x81,0,1
3775001,0x00,0,1
3780001,0x00,1,1
3785000,0x81,0,1
3790001,0x00,0,1
3795000,0x81,0,1
3800001,0x00,0,1
3805000,0x81,0,1
3810001,0x00,0,1
3815000,0x81,0,1
3820001,0x00,0,1
3825000,0x81,0,1
3830001,0x00,0,1
3835000,0x81,0,1
3840001,0x00,0,1
3845000,0x00,1,1
3850000,0x81,0,1
3855001,0x00,0,1
3860001,0x81,0,1
3865001,0x00,0,1
3870001,0x81,0,1
3875001,0x00,0,1
3880001,0x81,0,1
3885001,0x00,0,1
3890001,0x81,0,1
3895001,0x00,0,1
3900001,0x81,0,1
3905001,0x00,0,1
3910001,0x81,0,1
3915001,0x00,0,1
3920001,0x00,1,1
3925000,0x81,0,1
3930001,0x00,0,1
3935000,0x81,0,1
3940001,0x00,0,1
3945000,0x81,0,1
3950001,0x00,0,1
3955000,0x81,0,1
3960001,0x00,0,1
3965000,0x81,0,1
3970001,0x00,0,1
3975000,0x81,0,1
3980001,0x00,0,1
3985000,0x00,1,1
3990000,0x81,0,1
3995001,0x00,0,1
4000001,0x81,0,1
4005001,0x00,0,1
4010001,0x81,0,1
4015001,0x00,0,1
4020001,0x81,0,1
4025001,0x00,0,1
4030001,0x81,0,1
4035001,0x00,0,1
4040001,0x81,0,1
4045001,0x00,0,1
4050001,0x81,0,1
4055001,0x00,0,2
4065000,0x81,0,1
4070001,0x00,0,1
4075000,0x81,0,1
4080001,0x00,0,1
4085000,0x81,0,1
4090001,0x00,0,1
4095000,0x81,0,1
4100001,0x00,0,1
4105000,0x81,0,1
4110001,0x00,0,1
4115000,0x81,0,1
4120001,0x00,0,1
4125000,0x00,1,1
4130000,0x81,0,1
4135001,0x00,0,1
4140001,0x81,0,1
4145001,0x00,0,1
4150001,0x81,0,1
4155001,0x00,0,1
4160001,0x81,0,1
4165001,0x00,0,1
4170001,0x81,0,1
4175001,0x00,0,1
4180001,0x81,0,1
4185001,0x00,0,1
4190001,0x81,0,1
4195001,0x00,0,2
4205000,0x81,0,1
4210001,0x00,0,1
4215000,0x81,0,1
4220001,0x00,0,1
4225000,0x81,0,1
4230001,0x00,0,1
4235000,0x81,0,1
4240001,0x00,0,1
4245000,0x81,0,1
4250001,0x00,0,1
4255000,0x81,0,1
4260001,0x00,0,1
4265000,0x00,1,1
4270000,0x81,0,1
4275001,0x00,0,1
4280001,0x81,0,1
4285001,0x00,0,1
4290001,0x81,0,1
4295001,0x00,0,1
4300001,0x81,0,1
4305001,0x00,0,1
4310001,0x81,0,1
4315001,0x00,0,1
4320001,0x81,0,1
4325001,0x00,0,1
4330001,0x00,1,1
4335000,0x81,0,1
4340001,0x00,0,1
4345000,0x81,0,1
4350001,0x00,0,1
4355000,0x81,0,1
4360001,0x00,0,1
4365000,0x81,0,1
4370001,0x00,0,1
4375000,0x81,0,1
4380001,0x00,0,1
4385000,0x81,0,1
4390001,0x00,0,1
4395000,0x81,0,1
4400001,0x00,0,1
4405000,0x00,1,1
4410000,0x81,0,1
4415001,0x00,0,1
4420001,0x81,0,1
4425001,0x00,0,1
4430001,0x81,0,1
4435001,0x00,0,1
4440001,0x81,0,1
4445001,0x00,0,1
4450001,0x81,0,1
4455001,0x00,0,1
4460001,0x81,0,1
4465001,0x00,0,1
4470001,0x00,1,1
4475000,0x81,0,1
4480001,0x00,0,1
4485000,0x81,0,1
4490001,0x00,0,1
4495000,0x81,0,1
4500001,0x00,0,1
4505000,0x81,0,1
4510001,0x00,0,1
4515000,0x81,0,1
4520001,0x00,0,1
4525000,0x81,0,1
4530001,0x00,0,1
4535000,0x81,0,1
4540001,0x00,0,2
4550000,0x81,0,1
4555001,0x00,0,1
4560001,0x81,0,1
4565001,0x00,0,1
4570001,0x81,0,1
4575001,0x00,0,1
4580001,0x81,0,1
4585001,0x00,0,1
4590001,0x81,0,1
4595001,0x00,0,1
4600001,0x81,0,1
4605001,0x00,0,1
4610001,0x00,1,1
4615000,0x81,0,1
4620001,0x00,0,1
4625000,0x81,0,1
4630001,0x00,0,1
4635000,0x81,0,1
4640001,0x00,0,1
4645000,0x81,0,1
4650001,0x00,0,1
4655000,0x81,0,1
4660001,0x00,0,1
4665000,0x81,0,1
4670001,0x00,0,1
4675000,0x81,0,1
4680001,0x00,0,2
4690000,0x81,0,1
4695001,0x00,0,1
4700001,0x81,0,1
4705001,0x00,0,1
4710001,0x81,0,1
4715001,0x00,0,1
4720001,0x81,0,1
4725001,0x00,0,1
4730001,0x81,0,1
4735001,0x00,0,1
4740001,0x81,0,1
4745001,0x00,0,1
4750001,0x00,1,1
4755000,0x81,0,1
4760001,0x00,0,1
4765000,0x81,0,1
4770001,0x00,0,1
4775000,0x81,0,1
4780001,0x00,0,1
4785000,0x81,0,1
4790001,0x00,0,1
4795000,0x81,0,1
4800001,0x00,0,1
4805000,0x81,0,1
4810001,0x00,0,1
4815000,0x00,1,1
4820000,0x81,0,1
4825001,0x00,0,1
4830001,0x81,0,1
4835001,0x00,0,1
4840001,0x81,0,1
4845001,0x00,0,1
4850001,0x81,0,1
4855001,0x00,0,1
4860001,0x81,0,1
4865001,0x00,0,1
4870001,0x81,0,1
4875001,0x00,0,1
4880001,0x81,0,1
4885001,0x00,0,1
4890001,0x00,1,1
4895000,0x81,0,1
4900001,0x00,0,1
4905000,0x81,0,1
4910001,0x00,0,1
4915000,0x81,0,1
4920001,0x00,0,1
4925000,0x81,0,1
4930001,0x00,0,1
4935000,0x81,0,1
4940001,0x00,0,1
4945000,0x81,0,1
4950001,0x00,0,1
4955000,0x00,1,1
4960000,0x81,0,1
4965001,0x00,0,1
4970001,0x81,0,1
4975001,0x00,0,1
4980001,0x81,0,1
4985001,0x00,0,1
4990001,0x81,0,1
4995001,0x00,0,1
5000001,0x81,0,1
5005001,0x00,0,1
5010001,0x81,0,1
5015001,0x00,0,1
5020001,0x81,0,1
5025001,0x00,0,2
5035000,0x81,0,1
5040001,0x00,0,1
5045000,0x81,0,1
5050001,0x00,0,1
5055000,0x81,0,1
5060001,0x00,0,1
5065000,0x81,0,1
5070001,0x00,0,1
5075000,0x81,0,1
5080001,0x00,0,1
5085000,0x81,0,1
5090001,0x00,0,1
5095000,0x00,1,1
5100000,0x81,0,1
5105001,0x00,0,1
5110001,0x81,0,1
5115001,0x00,0,1
5120001,0x81,0,1
5125001,0x00,0,1
5130001,0x81,0,1
5135001,0x00,0,1
5140001,0x81,0,1
5145001,0x00,0,1
5150001,0x81,0,1
5155001,0x00,0,1
5160001,0x81,0,1
5165001,0x00,0,2
5175000,0x81,0,1
5180001,0x00,0,1
5185000,0x81,0,1
5190001,0x00,0,1
5195000,0x81,0,1
5200001,0x00,0,1
5205000,0x81,0,1
5210001,0x00,0,1
5215000,0x81,0,1
5220001,0x00,0,1
5225000,0x81,0,1
5230001,0x00,0,1
5235000,0x00,1,1
5240000,0x81,0,1
5245001,0x00,0,1
5250001,0x81,0,1
5255001,0x00,0,1
5260001,0x81,0,1
5265001,0x00,0,1
5270001,0x81,0,1
5275001,0x00,0,1
5280001,0x81,0,1
5285001,0x00,0,1
5290001,0x81,0,1
5295001,0x00,0,2
5305000,0x81,0,1
5310001,0x00,0,1
5315000,0x81,0,1
5320001,0x00,0,1
5325000,0x81,0,1
5330001,0x00,0,1
5335000,0x81,0,1
5340001,0x00,0,1
5345000,0x81,0,1
5350001,0x00,0,1
5355000,0x81,0,1
5360001,0x00,0,1
5365000,0x81,0,1
5370001,0x00,0,1
5375000,0x00,1,1
5380000,0x81,0,1
5385001,0x00,0,1
5390001,0x81,0,1
5395001,0x00,0,1
5400001,0x81,0,1
5405001,0x00,0,1
5410001,0x81,0,1
5415001,0x00,0,1
5420001,0x81,0,1
5425001,0x00,0,1
5430001,0x81,0,1
5435001,0x00,0,1
5440001,0x00,1,1
5445000,0x81,0,1
5450001,0x00,0,1
5455000,0x81,0,1
5460001,0x00,0,1
5465000,0x81,0,1
5470001,0x00,0,1
5475000,0x81,0,1
5480001,0x00,0,1
5485000,0x81,0,1
5490001,0x00,0,1
5495000,0x81,0,1
5500001,0x00,0,1
5505000,0x81,0,1
5510001,0x00,0,1
5515000,0x00,1,1
5520000,0x81,0,1
5525001,0x00,0,1
5530001,0x81,0,1
5535001,0x00,0,1
5540001,0x81,0,1
5545001,0x00,0,1
5550001,0x81,0,1
5555001,0x00,0,1
5560001,0x81,0,1
5565001,0x00,0,1
5570001,0x81,0,1
5575001,0x00,0,1
5580001,0x00,1,1
5585000,0x81,0,1
5590001,0x00,0,1
5595000,0x81,0,1
5600001,0x00,0,1
5605000,0x81,0,1
5610001,0x00,0,1
5615000,0x81,0,1
5620001,0x00,0,1
5625000,0x81,0,1
5630001,0x00,0,1
5635000,0x81,0,1
5640001,0x00,0,1
5645000,0x81,0,1
5650001,0x00,0,2
5660000,0x81,0,1
5665001,0x00,0,1
5670001,0x81,0,1
5675001,0x00,0,1
5680001,0x81,0,1
5685001,0x00,0,1
5690001,0x81,0,1
5695001,0x00,0,1
5700001,0x81,0,1
5705001,0x00,0,1
5710001,0x81,0,1
5715001,0x00,0,1
5720001,0x00,1,1
5725000,0x81,0,1
5730001,0x00,0,1
5735000,0x81,0,1
5740001,0x00,0,1
5745000,0x81,0,1
5750001,0x00,0,1
5755000,0x81,0,1
5760001,0x00,0,1
5765000,0x81,0,1
5770001,0x00,0,1
5775000,0x81,0,1
5780001,0x00,0,1
5785000,0x81,0,1
5790001,0x00,0,2
5800000,0x81,0,1
5805001,0x00,0,1
5810001,0x81,0,1
5815001,0x00,0,1
5820001,0x81,0,1
5825001,0x00,0,1
5830001,0x81,0,1
5835001,0x00,0,1
5840001,0x81,0,1
5845001,0x00,0,1
5850001,0x81,0,1
5855001,0x00,0,1
5860001,0x00,1,1
5865000,0x81,0,1
5870001,0x00,0,1
5875000,0x81,0,1
5880001,0x00,0,1
5885000,0x81,0,1
5890001,0x00,0,1
5895000,0x81,0,1
5900001,0x00,0,1
5905000,0x81,0,1
5910001,0x00,0,1
5915000,0x81,0,1
5920001,0x00,0,2
5930000,0x81,0,1
5935001,0x00,0,1
5940001,0x81,0,1
5945001,0x00,0,1
5950001,0x81,0,1
5955001,0x00,0,1
5960001,0x81,0,1
5965001,0x00,0,1
5970001,0x81,0,1
5975001,0x00,0,1
5980001,0x81,0,1
5985001,0x00,0,1
5990001,0x81,0,1
5995001,0x00,0,1
6000001,0x00,1,1
6005000,0x81,0,1
6010001,0x00,0,1
6015000,0x81,0,1
6020001,0x00,0,1
6025000,0x81,0,1
6030001,0x00,0,1
6035000,0x81,0,1
6040001,0x00,0,1
6045000,0x81,0,1
6050001,0x00,0,1
6055000,0x81,0,1
6060001,0x00,0,1
6065000,0x00,1,1
6070000,0x81,0,1
6075001,0x00,0,1
6080001,0x81,0,1
6085001,0x00,0,1
6090001,0x81,0,1
6095001,0x00,0,1
6100001,0x81,0,1
6105001,0x00,0,1
6110001,0x81,0,1
6115001,0x00,0,1
6120001,0x81,0,1
6125001,0x00,0,1
6130001,0x81,0,1
6135001,0x00,0,2
6145000,0x81,0,1
6150001,0x00,0,1
6155000,0x81,0,1
6160001,0x00,0,1
6165000,0x81,0,1
6170001,0x00,0,1
6175000,0x81,0,1
6180001,0x00,0,1
6185000,0x81,0,1
6190001,0x00,0,1
6195000,0x81,0,1
6200001,0x00,0,1
6205000,0x00,1,1
6210000,0x81,0,1
6215001,0x00,0,1
6220001,0x81,0,1
6225001,0x00,0,1
6230001,0x81,0,1
6235001,0x00,0,1
6240001,0x81,0,1
6245001,0x00,0,1
6250001,0x81,0,1
6255001,0x00,0,1
6260001,0x81,0,1
6265001,0x00,0,1
6270001,0x81,0,1
6275001,0x00,0,2
6285000,0x81,0,1
6290001,0x00,0,1
6295000,0x81,0,1
6300001,0x00,0,1
6305000,0x81,0,1
6310001,0x00,0,1
6315000,0x81,0,1
6320001,0x00,0,1
6325000,0x81,0,1
6330001,0x00,0,1
6335000,0x81,0,1
6340001,0x00,0,1
6345000,0x00,1,1
6350000,0x81,0,1
6355001,0x00,0,1
6360001,0x81,0,1
6365001,0x00,0,1
6370001,0x81,0,1
6375001,0x00,0,1
6380001,0x81,0,1
6385001,0x00,0,1
6390001,0x81,0,1
6395001,0x00,0,1
6400001,0x81,0,1
6405001,0x00,0,2
6415000,0x81,0,1
6420001,0x00,0,1
6425000,0x81,0,1
6430001,0x00,0,1
6435000,0x81,0,1
6440001,0x00,0,1
6445000,0x81,0,1
6450001,0x00,0,1
6455000,0x81,0,1
6460001,0x00,0,1
6465000,0x81,0,1
6470001,0x00,0,1
6475000,0x81,0,1
6480001,0x00,0,1
