TOUCHLOG_BEGIN:8000ms,5000us,clear,addr=0x5D,irq=10
TOUCHLOG_DATA:us,status,int,repeats
6485000,0x00,1,1
6490000,0x81,0,1
6495001,0x00,0,1
6500001,0x81,0,1
6505001,0x00,0,1
6510001,0x81,0,1
6515001,0x00,0,1
6520001,0x81,0,1
6525001,0x00,0,1
6530001,0x81,0,1
6535001,0x00,0,1
6540001,0x81,0,1
6545001,0x00,0,1
6550001,0x00,1,1
6555000,0x81,0,1
6560001,0x00,0,1
6565000,0x81,0,1
6570001,0x00,0,1
6575000,0x81,0,1
6580001,0x00,0,1
6585000,0x81,0,1
6590001,0x00,0,1
6595000,0x81,0,1
6600001,0x00,0,1
6605000,0x81,0,1
6610001,0x00,0,1
6615000,0x81,0,1
6620001,0x00,0,1
6625000,0x00,1,1
6630000,0x81,0,1
6635000,0x00,0,1
6640000,0x81,0,1
6645001,0x00,0,1
6650001,0x81,0,1
6655001,0x00,0,1
6660001,0x81,0,1
6665000,0x00,0,1
6670000,0x81,0,1
6675001,0x00,0,1
6680001,0x81,0,1
6685001,0x00,0,1
6690001,0x00,1,1
6695000,0x81,0,1
6700001,0x00,0,1
6705000,0x81,0,1
6710001,0x00,0,1
6715000,0x81,0,1
6720001,0x00,0,1
6725000,0x81,0,1
6730001,0x00,0,1
6735000,0x81,0,1
6740001,0x00,0,1
6745001,0x81,0,1
6750001,0x00,0,1
6755000,0x81,0,1
6760001,0x00,0,2
6770001,0x81,0,1
6775001,0x00,0,1
6780001,0x81,0,1
6785001,0x00,0,1
6790001,0x81,0,1
6795000,0x00,0,1
6800000,0x81,0,1
6805001,0x00,0,1
6810001,0x81,0,1
6815001,0x00,0,1
6820001,0x81,0,1
6825000,0x00,0,1
6830000,0x00,1,1
6835000,0x81,0,1
6840001,0x00,0,1
6845000,0x81,0,1
6850001,0x00,0,1
6855000,0x81,0,1
6860001,0x00,0,1
6865000,0x81,0,1
6870001,0x00,0,1
6875000,0x81,0,1
6880001,0x00,0,1
6885000,0x81,0,1
6890001,0x00,0,1
6895000,0x81,0,1
6900001,0x00,0,2
6910001,0x81,0,1
6915001,0x00,0,1
6920001,0x81,0,1
6925001,0x00,0,1
6930001,0x81,0,1
6935000,0x00,0,1
6940000,0x81,0,1
6945001,0x00,0,1
6950001,0x81,0,1
6955000,0x00,0,1
6960000,0x81,0,1
6965001,0x00,0,1
6970001,0x00,1,1
6975000,0x81,0,1
6980001,0x00,0,1
6985001,0x81,0,1
6990001,0x00,0,1
6995000,0x81,0,1
7000001,0x00,0,1
7005000,0x81,0,1
7010001,0x00,0,1
7015000,0x81,0,1
7020001,0x00,0,1
7025000,0x81,0,1
7030001,0x00,0,1
7035000,0x00,1,1
7040000,0x81,0,1
7045001,0x00,0,1
7050001,0x81,0,1
7055001,0x00,0,1
7060001,0x81,0,1
7065000,0x00,0,1
7070000,0x81,0,1
7075001,0x00,0,1
7080001,0x81,0,1
7085001,0x00,0,1
7090001,0x81,0,1
7095000,0x00,0,1
7100000,0x81,0,1
7105001,0x00,0,1
7110001,0x00,1,1
7115000,0x81,0,1
7120001,0x00,0,1
7125000,0x81,0,1
7130001,0x00,0,1
7135000,0x81,0,1
7140001,0x00,0,1
7145001,0x81,0,1
7150001,0x00,0,1
7155000,0x81,0,1
7160001,0x00,0,1
7165000,0x81,0,1
7170001,0x00,0,1
7175000,0x00,1,1
7180000,0x81,0,1
7185001,0x00,0,1
7190001,0x81,0,1
7195000,0x00,0,1
7200000,0x81,0,1
7205001,0x00,0,1
7210001,0x81,0,1
7215001,0x00,0,1
7220001,0x81,0,1
7225001,0x00,0,1
7230001,0x81,0,1
7235001,0x00,0,1
7240001,0x81,0,1
7245001,0x00,0,1
7250001,0x00,1,1
7255000,0x81,0,1
7260001,0x00,0,1
7265000,0x81,0,1
7270001,0x00,0,1
7275001,0x81,0,1
7280001,0x00,0,1
7285000,0x81,0,1
7290001,0x00,0,1
7295000,0x81,0,1
7300001,0x00,0,1
7305001,0x81,0,1
7310001,0x00,0,1
7315000,0x00,1,1
7320000,0x81,0,1
7325001,0x00,0,1
7330001,0x81,0,1
7335000,0x00,0,1
7340000,0x81,0,1
7345001,0x00,0,1
7350001,0x81,0,1
7355000,0x00,0,1
7360000,0x81,0,1
7365001,0x00,0,1
7370001,0x81,0,1
7375001,0x00,0,1
7380001,0x81,0,1
7385001,0x00,0,2
7395000,0x81,0,1
7400001,0x00,0,1
7405000,0x81,0,1
7410001,0x00,0,1
7415000,0x81,0,1
7420001,0x00,0,1
7425000,0x81,0,1
7430001,0x00,0,1
7435000,0x81,0,1
7440001,0x00,0,1
7445000,0x81,0,1
7450001,0x00,0,1
7455000,0x00,1,1
7460000,0x81,0,1
7465000,0x00,0,1
7470000,0x81,0,1
7475001,0x00,0,1
7480001,0x81,0,1
7485001,0x00,0,1
7490001,0x81,0,1
7495000,0x00,0,1
7500000,0x81,0,1
7505001,0x00,0,1
7510001,0x81,0,1
7515000,0x00,0,1
7520000,0x81,0,1
7525001,0x00,0,2
7535000,0x81,0,1
7540001,0x00,0,1
7545001,0x81,0,1
7550001,0x00,0,1
7555000,0x81,0,1
7560001,0x00,0,1
7565000,0x81,0,1
7570001,0x00,0,1
7575000,0x81,0,1
7580001,0x00,0,1
7585000,0x81,0,1
7590001,0x00,0,1
7595000,0x00,1,1
7600000,0x81,0,1
7605001,0x00,0,1
7610001,0x81,0,1
7615001,0x00,0,1
7620001,0x81,0,1
7625000,0x00,0,1
7630000,0x81,0,1
7635001,0x00,0,1
7640001,0x81,0,1
7645001,0x00,0,1
7650001,0x81,0,1
7655000,0x00,0,1
7660000,0x00,1,1
7665000,0x81,0,1
7670001,0x00,0,1
7675000,0x81,0,1
7680001,0x00,0,1
7685000,0x81,0,1
7690001,0x00,0,1
7695000,0x81,0,1
7700001,0x00,0,1
7705001,0x81,0,1
7710001,0x00,0,1
7715000,0x81,0,1
7720001,0x00,0,1
7725000,0x81,0,1
7730001,0x00,0,1
7735000,0x00,1,1
7740000,0x81,0,1
7745001,0x00,0,1
7750001,0x81,0,1
7755000,0x00,0,1
7760000,0x81,0,1
7765001,0x00,0,1
7770001,0x81,0,1
7775001,0x00,0,1
7780001,0x81,0,1
7785000,0x00,0,1
7790000,0x81,0,1
7795001,0x00,0,1
7800001,0x00,1,1
7805000,0x81,0,1
7810001,0x00,0,1
7815000,0x81,0,1
7820001,0x00,0,1
7825000,0x81,0,1
7830001,0x00,0,1
7835000,0x81,0,1
7840001,0x00,0,1
7845000,0x81,0,1
7850001,0x00,0,1
7855000,0x81,0,1
7860001,0x00,0,1
7865001,0x81,0,1
7870001,0x00,0,2
7880000,0x81,0,1
7885001,0x00,0,1
7890001,0x81,0,1
7895000,0x00,0,1
7900000,0x81,0,1
7905001,0x00,0,1
7910001,0x81,0,1
7915000,0x00,0,1
7920000,0x81,0,1
7925001,0x00,0,1
7930001,0x81,0,1
7935001,0x00,0,1
7940001,0x00,1,1
7945001,0x81,0,1
7950001,0x00,0,1
7955000,0x81,0,1
7960001,0x00,0,1
7965000,0x81,0,1
7970001,0x00,0,1
7975000,0x81,0,1
7980001,0x00,0,1
7985000,0x81,0,1
7990001,0x00,0,1
7995000,0x81,0,1
8000001,0x00,0,1
TOUCHLOG_END:samples=1601,rows=1566,failed=0,span_us=8000001
